antecedents,consequents,support,confidence,lift
4ZE,1L6,0.8113207547169812,1.0,1.0
4Y8,1L6,0.9245283018867925,1.0,1.0
1L6,4Y8,0.9245283018867925,0.9245283018867925,1.0
1L6,3WV,1.0,1.0,1.0
H1H,X52,0.9811320754716981,1.0,1.0
X52,H1H,0.9811320754716981,0.9811320754716981,1.0
3WV,1L6,1.0,1.0,1.0
1L6,3MC,0.20754716981132076,0.20754716981132076,1.0
H1H,XG4,0.9811320754716981,1.0,1.0
XG4,H1H,0.9811320754716981,0.9811320754716981,1.0
3MC,1L6,0.20754716981132076,1.0,1.0
1L6,2O0,1.0,1.0,1.0
2O0,1L6,1.0,1.0,1.0
1L6,2ML,1.0,1.0,1.0
H1H,YMJ,0.9811320754716981,1.0,1.0
YMJ,H1H,0.9811320754716981,0.9811320754716981,1.0
Z4O,H1H,0.9811320754716981,0.9811320754716981,1.0
H1H,Z4O,0.9811320754716981,1.0,1.0
2ML,1L6,1.0,1.0,1.0
JKC,H8O,1.0,1.0,1.0
JPI,H8O,1.0,1.0,1.0
OBD,H8O,1.0,1.0,1.0
H8O,LWD,0.37735849056603776,0.37735849056603776,1.0
H8O,M7X,0.9622641509433962,0.9622641509433962,1.0
MEL,H8O,0.7735849056603774,1.0,1.0
H8O,MEL,0.7735849056603774,0.7735849056603774,1.0
MG8,H8O,0.39622641509433965,1.0,1.0
H8O,MG8,0.39622641509433965,0.39622641509433965,1.0
MOE,H8O,0.9811320754716981,1.0,1.0
H8O,MOE,0.9811320754716981,0.9811320754716981,1.0
MTR,H8O,0.9245283018867925,1.0,1.0
H8O,MTR,0.9245283018867925,0.9245283018867925,1.0
MU3,H8O,1.0,1.0,1.0
H8O,MU3,1.0,1.0,1.0
N5F,H8O,1.0,1.0,1.0
H8O,N5F,1.0,1.0,1.0
N8U,H8O,1.0,1.0,1.0
H8O,N8U,1.0,1.0,1.0
NTA,H8O,0.9811320754716981,1.0,1.0
LPF,GSI,0.49056603773584906,0.49056603773584906,1.0
LGI,GSI,0.49056603773584906,0.49056603773584906,1.0
H8O,NTA,0.9811320754716981,0.9811320754716981,1.0
NVL,H8O,0.7358490566037735,1.0,1.0
H8O,NVL,0.7358490566037735,0.7358490566037735,1.0
NX3,H8O,0.7358490566037735,1.0,1.0
H8O,NX3,0.7358490566037735,0.7358490566037735,1.0
NY7,H8O,0.9433962264150944,1.0,1.0
H8O,NY7,0.9433962264150944,0.9433962264150944,1.0
H8O,O38,1.0,1.0,1.0
O38,H8O,1.0,1.0,1.0
M7X,H8O,0.9622641509433962,1.0,1.0
LWD,H8O,0.37735849056603776,1.0,1.0
H8O,JPI,1.0,1.0,1.0
H8O,LSD,1.0,1.0,1.0
JR5,H8O,0.9622641509433962,1.0,1.0
H8O,JR5,0.9622641509433962,0.9622641509433962,1.0
L28,H8O,0.8113207547169812,1.0,1.0
H8O,L28,0.8113207547169812,0.8113207547169812,1.0
L9F,H8O,0.9433962264150944,1.0,1.0
H8O,L9F,0.9433962264150944,0.9433962264150944,1.0
LDZ,H8O,0.9811320754716981,1.0,1.0
MU3,GSI,0.49056603773584906,0.49056603773584906,1.0
1L6,JI5,1.0,1.0,1.0
H8O,LDZ,0.9811320754716981,0.9811320754716981,1.0
LGI,H8O,1.0,1.0,1.0
1L6,JKC,1.0,1.0,1.0
GSI,LSD,0.49056603773584906,1.0,1.0
H8O,LGI,1.0,1.0,1.0
LIB,H8O,0.9622641509433962,1.0,1.0
H8O,LIB,0.9622641509433962,0.9622641509433962,1.0
LPF,H8O,1.0,1.0,1.0
LSD,GSI,0.49056603773584906,0.49056603773584906,1.0
JKC,1L6,1.0,1.0,1.0
H8O,LPF,1.0,1.0,1.0
LRR,H8O,0.20754716981132076,1.0,1.0
H8O,LRR,0.20754716981132076,0.20754716981132076,1.0
H8O,LRU,0.7924528301886793,0.7924528301886793,1.0
LRU,H8O,0.7924528301886793,1.0,1.0
LSD,H8O,1.0,1.0,1.0
JPI,1L6,1.0,1.0,1.0
GSI,LPF,0.49056603773584906,1.0,1.0
29A,1L6,1.0,1.0,1.0
206,1L6,0.32075471698113206,1.0,1.0
YMJ,HTR,0.9433962264150944,0.9433962264150944,1.0
GGP,X52,0.9811320754716981,1.0,1.0
1EO,QV7,0.9811320754716981,1.0,1.0
1L6,MG8,0.39622641509433965,0.39622641509433965,1.0
MOE,1L6,0.9811320754716981,1.0,1.0
1L6,MOE,0.9811320754716981,0.9811320754716981,1.0
MTR,1L6,0.9245283018867925,1.0,1.0
MU3,HTR,0.9433962264150944,0.9433962264150944,1.0
HTR,MU3,0.9433962264150944,1.0,1.0
HTR,N5F,0.9433962264150944,1.0,1.0
N5F,HTR,0.9433962264150944,0.9433962264150944,1.0
HTR,N8U,0.9433962264150944,1.0,1.0
N8U,HTR,0.9433962264150944,0.9433962264150944,1.0
QLB,1EO,0.9811320754716981,0.9811320754716981,1.0
1EO,QLB,0.9811320754716981,1.0,1.0
1L6,MTR,0.9245283018867925,0.9245283018867925,1.0
MU3,1L6,1.0,1.0,1.0
HTR,O38,0.9433962264150944,1.0,1.0
O38,HTR,0.9433962264150944,0.9433962264150944,1.0
OBD,HTR,0.9433962264150944,0.9433962264150944,1.0
HTR,OBD,0.9433962264150944,1.0,1.0
OQA,HTR,0.9433962264150944,0.9433962264150944,1.0
HTR,OQA,0.9433962264150944,1.0,1.0
HTR,OXH,0.9433962264150944,1.0,1.0
OXH,HTR,0.9433962264150944,0.9433962264150944,1.0
P42,HTR,0.9433962264150944,0.9433962264150944,1.0
HTR,P42,0.9433962264150944,1.0,1.0
HTR,PA3,0.9433962264150944,1.0,1.0
PA3,HTR,0.9433962264150944,0.9433962264150944,1.0
QV7,1EO,0.9811320754716981,0.9811320754716981,1.0
X52,GGP,0.9811320754716981,0.9811320754716981,1.0
N5F,1L6,1.0,1.0,1.0
1EO,R6E,0.9811320754716981,1.0,1.0
I4Y,HTR,0.9433962264150944,0.9433962264150944,1.0
HTR,I4Y,0.9433962264150944,1.0,1.0
HTR,IEV,0.9433962264150944,1.0,1.0
IEV,HTR,0.9433962264150944,0.9433962264150944,1.0
SFC,1EO,0.9811320754716981,0.9811320754716981,1.0
1EO,SFC,0.9811320754716981,1.0,1.0
HTR,J4R,0.9433962264150944,1.0,1.0
J4R,HTR,0.9433962264150944,0.9433962264150944,1.0
1L6,M7X,0.9622641509433962,0.9622641509433962,1.0
MEL,1L6,0.7735849056603774,1.0,1.0
JI5,HTR,0.9433962264150944,0.9433962264150944,1.0
HTR,JI5,0.9433962264150944,1.0,1.0
HTR,JKC,0.9433962264150944,1.0,1.0
JKC,HTR,0.9433962264150944,0.9433962264150944,1.0
JPI,HTR,0.9433962264150944,0.9433962264150944,1.0
HTR,JPI,0.9433962264150944,1.0,1.0
HTR,LGI,0.9433962264150944,1.0,1.0
LGI,HTR,0.9433962264150944,0.9433962264150944,1.0
LPF,HTR,0.9433962264150944,0.9433962264150944,1.0
HTR,LPF,0.9433962264150944,1.0,1.0
GGP,XG4,0.9811320754716981,1.0,1.0
XG4,GGP,0.9811320754716981,0.9811320754716981,1.0
1L6,MEL,0.7735849056603774,0.7735849056603774,1.0
MG8,1L6,0.39622641509433965,1.0,1.0
LSD,HTR,0.9433962264150944,0.9433962264150944,1.0
HTR,LSD,0.9433962264150944,1.0,1.0
R6E,1EO,0.9811320754716981,0.9811320754716981,1.0
1L6,MU3,1.0,1.0,1.0
1L6,N5F,1.0,1.0,1.0
SJS,1EO,0.9811320754716981,0.9811320754716981,1.0
1EO,P42,0.9811320754716981,1.0,1.0
T80,HTR,0.9433962264150944,0.9433962264150944,1.0
1L6,NX3,0.7358490566037735,0.7358490566037735,1.0
NX3,1L6,0.7358490566037735,1.0,1.0
HTR,TVL,0.9433962264150944,1.0,1.0
TVL,HTR,0.9433962264150944,0.9433962264150944,1.0
HTR,TW8,0.9433962264150944,1.0,1.0
TW8,HTR,0.9433962264150944,0.9433962264150944,1.0
P42,1EO,0.9811320754716981,0.9811320754716981,1.0
NY7,1L6,0.9433962264150944,1.0,1.0
TW8,GGP,0.9811320754716981,0.9811320754716981,1.0
OXH,1EO,0.9811320754716981,0.9811320754716981,1.0
1EO,OXH,0.9811320754716981,1.0,1.0
GGP,TW8,0.9811320754716981,1.0,1.0
TVL,GGP,0.9811320754716981,0.9811320754716981,1.0
OQA,1EO,0.9811320754716981,0.9811320754716981,1.0
1EO,OQA,0.9811320754716981,1.0,1.0
OBD,1EO,0.9811320754716981,0.9811320754716981,1.0
1EO,OBD,0.9811320754716981,1.0,1.0
O38,1EO,0.9811320754716981,0.9811320754716981,1.0
HTR,X52,0.9433962264150944,1.0,1.0
X52,HTR,0.9433962264150944,0.9433962264150944,1.0
GGP,TVL,0.9811320754716981,1.0,1.0
1L6,NY7,0.9433962264150944,0.9433962264150944,1.0
XG4,HTR,0.9433962264150944,0.9433962264150944,1.0
HTR,XG4,0.9433962264150944,1.0,1.0
1L6,O38,1.0,1.0,1.0
T80,GGP,0.9811320754716981,0.9811320754716981,1.0
HTR,T80,0.9433962264150944,1.0,1.0
1EO,PA3,0.9811320754716981,1.0,1.0
N8U,1L6,1.0,1.0,1.0
SJS,HTR,0.9433962264150944,0.9433962264150944,1.0
QCG,1EO,0.9811320754716981,0.9811320754716981,1.0
1EO,QCG,0.9811320754716981,1.0,1.0
Q4N,1EO,0.9811320754716981,0.9811320754716981,1.0
1EO,Q4N,0.9811320754716981,1.0,1.0
PZW,HTR,0.9433962264150944,0.9433962264150944,1.0
HTR,PZW,0.9433962264150944,1.0,1.0
HTR,Q4N,0.9433962264150944,1.0,1.0
Q4N,HTR,0.9433962264150944,0.9433962264150944,1.0
HTR,QCG,0.9433962264150944,1.0,1.0
QCG,HTR,0.9433962264150944,0.9433962264150944,1.0
HTR,QLB,0.9433962264150944,1.0,1.0
QLB,HTR,0.9433962264150944,0.9433962264150944,1.0
HTR,QV7,0.9433962264150944,1.0,1.0
QV7,HTR,0.9433962264150944,0.9433962264150944,1.0
R6E,HTR,0.9433962264150944,0.9433962264150944,1.0
HTR,R6E,0.9433962264150944,1.0,1.0
PZW,1EO,0.9811320754716981,0.9811320754716981,1.0
1EO,PZW,0.9811320754716981,1.0,1.0
1L6,N8U,1.0,1.0,1.0
NTA,1L6,0.9811320754716981,1.0,1.0
1L6,NTA,0.9811320754716981,0.9811320754716981,1.0
NVL,1L6,0.7358490566037735,1.0,1.0
1L6,NVL,0.7358490566037735,0.7358490566037735,1.0
HTR,SFC,0.9433962264150944,1.0,1.0
SFC,HTR,0.9433962264150944,0.9433962264150944,1.0
PA3,1EO,0.9811320754716981,0.9811320754716981,1.0
HTR,SJS,0.9433962264150944,1.0,1.0
1EO,SJS,0.9811320754716981,1.0,1.0
HVP,HTR,0.9433962264150944,0.9433962264150944,1.0
1L6,1VL,1.0,1.0,1.0
HJ3,LSD,0.4716981132075472,1.0,1.0
L9F,1L6,0.9433962264150944,1.0,1.0
H8O,GSI,0.49056603773584906,0.49056603773584906,1.0
GSI,H8O,0.49056603773584906,1.0,1.0
1L6,L9F,0.9433962264150944,0.9433962264150944,1.0
1EO,Z4O,0.9811320754716981,1.0,1.0
Z4O,1EO,0.9811320754716981,0.9811320754716981,1.0
LDZ,1L6,0.9811320754716981,1.0,1.0
MU3,HJ3,0.4716981132075472,0.4716981132075472,1.0
HJ3,MU3,0.4716981132075472,1.0,1.0
HJ3,N5F,0.4716981132075472,1.0,1.0
N5F,HJ3,0.4716981132075472,0.4716981132075472,1.0
HJ3,N8U,0.4716981132075472,1.0,1.0
N8U,HJ3,0.4716981132075472,0.4716981132075472,1.0
YMJ,1EO,0.9811320754716981,0.9811320754716981,1.0
1EO,YMJ,0.9811320754716981,1.0,1.0
GSI,H15,0.49056603773584906,1.0,1.0
H15,GSI,0.49056603773584906,0.49056603773584906,1.0
HJ3,O38,0.4716981132075472,1.0,1.0
O38,HJ3,0.4716981132075472,0.4716981132075472,1.0
OBD,HJ3,0.4716981132075472,0.4716981132075472,1.0
HJ3,OBD,0.4716981132075472,1.0,1.0
OQA,HJ3,0.4716981132075472,0.4716981132075472,1.0
HJ3,OQA,0.4716981132075472,1.0,1.0
HJ3,OXH,0.4716981132075472,1.0,1.0
OXH,HJ3,0.4716981132075472,0.4716981132075472,1.0
1L6,LDZ,0.9811320754716981,0.9811320754716981,1.0
1L6,LGI,1.0,1.0,1.0
1L6,L28,0.8113207547169812,0.8113207547169812,1.0
LSD,HJ3,0.4716981132075472,0.4716981132075472,1.0
HJ3,P42,0.4716981132075472,1.0,1.0
HJ3,LPF,0.4716981132075472,1.0,1.0
I4Y,HJ3,0.4716981132075472,0.4716981132075472,1.0
HJ3,I4Y,0.4716981132075472,1.0,1.0
HJ3,IEV,0.4716981132075472,1.0,1.0
IEV,HJ3,0.4716981132075472,0.4716981132075472,1.0
1VL,1L6,1.0,1.0,1.0
1TS,1L6,1.0,1.0,1.0
1L6,1TS,1.0,1.0,1.0
1R3,1L6,0.20754716981132076,1.0,1.0
HJ3,J4R,0.4716981132075472,1.0,1.0
J4R,HJ3,0.4716981132075472,0.4716981132075472,1.0
1L6,1R3,0.20754716981132076,0.20754716981132076,1.0
I4Y,GSI,0.49056603773584906,0.49056603773584906,1.0
JI5,HJ3,0.4716981132075472,0.4716981132075472,1.0
HJ3,JI5,0.4716981132075472,1.0,1.0
HJ3,JKC,0.4716981132075472,1.0,1.0
JKC,HJ3,0.4716981132075472,0.4716981132075472,1.0
JPI,HJ3,0.4716981132075472,0.4716981132075472,1.0
HJ3,JPI,0.4716981132075472,1.0,1.0
1L6,JPI,1.0,1.0,1.0
JR5,1L6,0.9622641509433962,1.0,1.0
1L6,JR5,0.9622641509433962,0.9622641509433962,1.0
L28,1L6,0.8113207547169812,1.0,1.0
HVP,GSI,0.49056603773584906,0.49056603773584906,1.0
GSI,HVP,0.49056603773584906,1.0,1.0
HJ3,LGI,0.4716981132075472,1.0,1.0
LGI,HJ3,0.4716981132075472,0.4716981132075472,1.0
LPF,HJ3,0.4716981132075472,0.4716981132075472,1.0
P42,HJ3,0.4716981132075472,0.4716981132075472,1.0
HJ3,PA3,0.4716981132075472,1.0,1.0
HTR,HVP,0.9433962264150944,1.0,1.0
T80,HJ3,0.4716981132075472,0.4716981132075472,1.0
Z4O,GGP,0.9811320754716981,0.9811320754716981,1.0
HJ3,TVL,0.4716981132075472,1.0,1.0
TVL,HJ3,0.4716981132075472,0.4716981132075472,1.0
HJ3,TW8,0.4716981132075472,1.0,1.0
TW8,HJ3,0.4716981132075472,0.4716981132075472,1.0
LRU,1L6,0.7924528301886793,1.0,1.0
LSD,1L6,1.0,1.0,1.0
YMJ,GGP,0.9811320754716981,0.9811320754716981,1.0
GGP,YMJ,0.9811320754716981,1.0,1.0
TW8,1EO,0.9811320754716981,0.9811320754716981,1.0
1EO,TW8,0.9811320754716981,1.0,1.0
TVL,1EO,0.9811320754716981,0.9811320754716981,1.0
1EO,TVL,0.9811320754716981,1.0,1.0
HJ3,X52,0.4716981132075472,1.0,1.0
X52,HJ3,0.4716981132075472,0.4716981132075472,1.0
XG4,HJ3,0.4716981132075472,0.4716981132075472,1.0
HJ3,XG4,0.4716981132075472,1.0,1.0
1L6,LSD,1.0,1.0,1.0
LWD,1L6,0.37735849056603776,1.0,1.0
HJ3,YMJ,0.4716981132075472,1.0,1.0
YMJ,HJ3,0.4716981132075472,0.4716981132075472,1.0
T80,1EO,0.9811320754716981,0.9811320754716981,1.0
1EO,T80,0.9811320754716981,1.0,1.0
Z4O,HJ3,0.4716981132075472,0.4716981132075472,1.0
HJ3,Z4O,0.4716981132075472,1.0,1.0
1L6,LWD,0.37735849056603776,0.37735849056603776,1.0
M7X,1L6,0.9622641509433962,1.0,1.0
GGP,Z4O,0.9811320754716981,1.0,1.0
HJ3,T80,0.4716981132075472,1.0,1.0
PA3,HJ3,0.4716981132075472,0.4716981132075472,1.0
SJS,HJ3,0.4716981132075472,0.4716981132075472,1.0
LGI,1L6,1.0,1.0,1.0
LIB,1L6,0.9622641509433962,1.0,1.0
1L6,LIB,0.9622641509433962,0.9622641509433962,1.0
XG4,1EO,0.9811320754716981,0.9811320754716981,1.0
PZW,HJ3,0.4716981132075472,0.4716981132075472,1.0
HJ3,PZW,0.4716981132075472,1.0,1.0
HJ3,Q4N,0.4716981132075472,1.0,1.0
Q4N,HJ3,0.4716981132075472,0.4716981132075472,1.0
HJ3,QCG,0.4716981132075472,1.0,1.0
QCG,HJ3,0.4716981132075472,0.4716981132075472,1.0
LPF,1L6,1.0,1.0,1.0
1L6,LPF,1.0,1.0,1.0
HJ3,QLB,0.4716981132075472,1.0,1.0
QLB,HJ3,0.4716981132075472,0.4716981132075472,1.0
QV7,HJ3,0.4716981132075472,0.4716981132075472,1.0
HJ3,QV7,0.4716981132075472,1.0,1.0
1EO,XG4,0.9811320754716981,1.0,1.0
LRR,1L6,0.20754716981132076,1.0,1.0
R6E,HJ3,0.4716981132075472,0.4716981132075472,1.0
HJ3,R6E,0.4716981132075472,1.0,1.0
X52,1EO,0.9811320754716981,0.9811320754716981,1.0
1EO,X52,0.9811320754716981,1.0,1.0
1L6,LRR,0.20754716981132076,0.20754716981132076,1.0
HJ3,SFC,0.4716981132075472,1.0,1.0
SFC,HJ3,0.4716981132075472,0.4716981132075472,1.0
1L6,LRU,0.7924528301886793,0.7924528301886793,1.0
HJ3,SJS,0.4716981132075472,1.0,1.0
SJS,H1H,0.9811320754716981,0.9811320754716981,1.0
H1H,SJS,0.9811320754716981,1.0,1.0
SFC,H1H,0.9811320754716981,0.9811320754716981,1.0
H15,HVP,1.0,1.0,1.0
HW0,H15,0.37735849056603776,1.0,1.0
H15,HW0,0.37735849056603776,0.37735849056603776,1.0
HXR,H15,0.7169811320754716,1.0,1.0
H15,HXR,0.7169811320754716,0.7169811320754716,1.0
H15,I3L,0.7547169811320755,0.7547169811320755,1.0
I3L,H15,0.7547169811320755,1.0,1.0
I4Y,H15,1.0,1.0,1.0
H15,I4Y,1.0,1.0,1.0
H15,IEV,1.0,1.0,1.0
IEV,H15,1.0,1.0,1.0
H15,ILF,0.9811320754716981,0.9811320754716981,1.0
HW0,1L6,0.37735849056603776,1.0,1.0
GVG,H15,0.49056603773584906,1.0,1.0
H15,GVG,0.49056603773584906,0.49056603773584906,1.0
1L6,HW0,0.37735849056603776,0.37735849056603776,1.0
HXR,1L6,0.7169811320754716,1.0,1.0
1L6,HXR,0.7169811320754716,0.7169811320754716,1.0
ILF,H15,0.9811320754716981,1.0,1.0
H15,IW1,0.4528301886792453,0.4528301886792453,1.0
IW1,H15,0.4528301886792453,1.0,1.0
H15,J4R,1.0,1.0,1.0
J4R,H15,1.0,1.0,1.0
JB0,H15,0.9811320754716981,1.0,1.0
H15,JB0,0.9811320754716981,0.9811320754716981,1.0
JI5,H15,1.0,1.0,1.0
I3L,1L6,0.7547169811320755,1.0,1.0
1L6,I3L,0.7547169811320755,0.7547169811320755,1.0
HVP,H15,1.0,1.0,1.0
H15,HTR,0.9433962264150944,0.9433962264150944,1.0
H15,JKC,1.0,1.0,1.0
HTR,H15,0.9433962264150944,1.0,1.0
GVG,X52,0.49056603773584906,1.0,1.0
BEQ,1L6,0.9622641509433962,1.0,1.0
B93,1L6,0.9622641509433962,1.0,1.0
XG4,GVG,0.49056603773584906,0.49056603773584906,1.0
GVG,XG4,0.49056603773584906,1.0,1.0
